viewpoint_1,viewpoint_2,combination_label,scene_count,mean_best_pair_strict_quality,best_individual_mean_strict_quality_on_matched_scenes,pair_synergy_strict,mean_best_pair_AP50_95,elevation_pattern,radius_pattern,azimuth_pattern,unique_elevation_count,unique_radius_count,unique_azimuth_count,max_pairwise_azimuth_gap,mean_pairwise_azimuth_gap,radius_relationship,elevation_relationship,azimuth_relationship,diversity_type,diversity_factor_count
elmid-radnear-az225,elhigh-radfar-az225,elmid-radnear-az225 + elhigh-radfar-az225,3,0.8925964576842974,0.8745853687142654,0.018011088970032008,0.9461666671236356,mid + high,near + far,225,2,2,1,0,0.0,near_far,adjacent_elevation,same_azimuth,distance+elevation,2
ellow-radnear-az135,elhigh-radmid-az000,ellow-radnear-az135 + elhigh-radmid-az000,7,0.9620973131309657,0.9441161304695821,0.0179811826613836,0.9917380954282624,low + high,near + mid,000 + 135,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az225,elhigh-radfar-az045,ellow-radmid-az225 + elhigh-radfar-az045,5,0.8802332564829441,0.8622878698169139,0.017945386666030294,0.9248477280334993,low + high,mid + far,045 + 225,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
elhigh-radmid-az090,elhigh-radfar-az000,elhigh-radmid-az090 + elhigh-radfar-az000,5,0.8899750063415631,0.8720380271096986,0.017936979231864547,0.8942083350419999,high,mid + far,000 + 090,1,2,2,90,90.0,adjacent_radius,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radnear-az090,elmid-radnear-az270,ellow-radnear-az090 + elmid-radnear-az270,7,0.9395213623148214,0.9216223323787618,0.01789902993605963,0.950595238166196,low + mid,near,090 + 270,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
ellow-radfar-az090,elmid-radnear-az045,ellow-radfar-az090 + elmid-radnear-az045,3,0.9600687585868452,0.9421922621039087,0.017876496482936433,0.981000001122554,low + mid,near + far,045 + 090,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az315,elhigh-radnear-az180,ellow-radfar-az315 + elhigh-radnear-az180,5,0.9011382352211079,0.8832682618615649,0.01786997335954299,0.9358153849354156,low + high,near + far,180 + 315,2,2,2,135,135.0,near_far,low_high,diagonal_135,distance+elevation+azimuth,3
elmid-radfar-az000,elhigh-radfar-az180,elmid-radfar-az000 + elhigh-radfar-az180,6,0.9090367324184557,0.8911806418933074,0.01785609052514836,0.9442171756117933,mid + high,far,000 + 180,2,1,2,180,180.0,same_radius,adjacent_elevation,opposite_180,elevation+azimuth,2
ellow-radmid-az090,ellow-radfar-az225,ellow-radmid-az090 + ellow-radfar-az225,3,0.6592190566542477,0.6413773698418375,0.017841686812410273,0.6770833333333334,low,mid + far,090 + 225,1,2,2,135,135.0,adjacent_radius,same_elevation,diagonal_135,distance+azimuth,2
elmid-radnear-az090,elhigh-radfar-az315,elmid-radnear-az090 + elhigh-radfar-az315,5,0.9528635056570351,0.9350346118522659,0.017828893804769264,0.9647923988921688,mid + high,near + far,090 + 315,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az315,ellow-radmid-az000,ellow-radnear-az315 + ellow-radmid-az000,3,0.9364077956380624,0.9185882029326358,0.017819592705426657,0.8778409091134867,low,near + mid,000 + 315,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elhigh-radnear-az270,elhigh-radfar-az000,elhigh-radnear-az270 + elhigh-radfar-az000,6,0.8664593810339151,0.8486860049457992,0.01777337608811591,0.8744898130777031,high,near + far,000 + 270,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radmid-az135,elhigh-radmid-az315,ellow-radmid-az135 + elhigh-radmid-az315,5,0.9203626890142302,0.902668321210831,0.01769436780339928,0.9404648096657132,low + high,mid,135 + 315,2,1,2,180,180.0,same_radius,low_high,opposite_180,elevation+azimuth,2
elmid-radmid-az045,elmid-radfar-az000,elmid-radmid-az045 + elmid-radfar-az000,5,0.9056307110041132,0.8879491648820725,0.017681546122040648,0.9328333343366781,mid,mid + far,000 + 045,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elmid-radmid-az045,elhigh-radnear-az180,elmid-radmid-az045 + elhigh-radnear-az180,7,0.8962511966153949,0.8786177678130359,0.017633428802358964,0.9446428575686046,mid + high,near + mid,045 + 180,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az045,elmid-radmid-az270,ellow-radnear-az045 + elmid-radmid-az270,8,0.8982271139375517,0.8806022234677617,0.01762489046978999,0.9068312358325318,low + mid,near + mid,045 + 270,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az270,elmid-radnear-az270,ellow-radmid-az270 + elmid-radnear-az270,7,0.9153531187138049,0.8977762103836332,0.01757690833017167,0.9489145666938954,low + mid,near + mid,270,2,2,1,0,0.0,adjacent_radius,adjacent_elevation,same_azimuth,distance+elevation,2
elmid-radfar-az090,elmid-radfar-az135,elmid-radfar-az090 + elmid-radfar-az135,4,0.8538724036480065,0.8363350834751859,0.017537320172820614,0.875,mid,far,090 + 135,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
elhigh-radmid-az135,elhigh-radmid-az270,elhigh-radmid-az135 + elhigh-radmid-az270,4,0.8044107641247065,0.7868942749668539,0.017516489157852533,0.84375,high,mid,135 + 270,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
ellow-radfar-az225,elhigh-radnear-az045,ellow-radfar-az225 + elhigh-radnear-az045,4,0.885214349251795,0.8677635405373838,0.01745080871441118,0.9014583357019971,low + high,near + far,045 + 225,2,2,2,180,180.0,near_far,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radnear-az135,elmid-radnear-az045,ellow-radnear-az135 + elmid-radnear-az045,9,0.9536715456048093,0.9362463324527567,0.017425213152052588,0.9839506176518805,low + mid,near,045 + 135,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radnear-az315,elhigh-radfar-az315,ellow-radnear-az315 + elhigh-radfar-az315,3,0.9554713671967731,0.9381175988073913,0.01735376838938174,0.9866666676600774,low + high,near + far,315,2,2,1,0,0.0,near_far,low_high,same_azimuth,distance+elevation,2
ellow-radnear-az315,elhigh-radnear-az090,ellow-radnear-az315 + elhigh-radnear-az090,4,0.8957093804300538,0.8783568975440508,0.017352482886002996,0.8906250008195639,low + high,near,090 + 315,2,1,2,135,135.0,same_radius,low_high,diagonal_135,elevation+azimuth,2
ellow-radfar-az090,elhigh-radfar-az270,ellow-radfar-az090 + elhigh-radfar-az270,3,0.8710130937502983,0.8536655362403435,0.01734755750995487,0.8809413589445162,low + high,far,090 + 270,2,1,2,180,180.0,same_radius,low_high,opposite_180,elevation+azimuth,2
elmid-radfar-az225,elhigh-radnear-az090,elmid-radfar-az225 + elhigh-radnear-az090,5,0.8682764107123475,0.8510259020100776,0.017250508702269962,0.96,mid + high,near + far,090 + 225,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az180,ellow-radfar-az000,ellow-radmid-az180 + ellow-radfar-az000,3,0.9633307796073597,0.9461292619920935,0.017201517615266226,0.9481481520114121,low,mid + far,000 + 180,1,2,2,180,180.0,adjacent_radius,same_elevation,opposite_180,distance+azimuth,2
ellow-radmid-az045,elhigh-radfar-az225,ellow-radmid-az045 + elhigh-radfar-az225,5,0.8042305813897045,0.787085775499768,0.0171448058899365,0.8450454550060359,low + high,mid + far,045 + 225,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radmid-az135,elmid-radmid-az045,ellow-radmid-az135 + elmid-radmid-az045,6,0.9321398369801196,0.9150291353925706,0.017110701587549015,0.9020568788161984,low + mid,mid,045 + 135,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
elmid-radmid-az315,elhigh-radnear-az135,elmid-radmid-az315 + elhigh-radnear-az135,2,0.8211188245577627,0.804020014924312,0.017098809633450784,0.9,mid + high,near + mid,135 + 315,2,2,2,180,180.0,adjacent_radius,adjacent_elevation,opposite_180,distance+elevation+azimuth,3
ellow-radfar-az135,elhigh-radmid-az045,ellow-radfar-az135 + elhigh-radmid-az045,6,0.8594065389686948,0.8423442071259449,0.017062331842749856,0.897883598668077,low + high,mid + far,045 + 135,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az315,elhigh-radmid-az315,ellow-radfar-az315 + elhigh-radmid-az315,3,0.8018091629705731,0.7848382356491316,0.016970927321441565,0.9083333333333333,low + high,mid + far,315,2,2,1,0,0.0,adjacent_radius,low_high,same_azimuth,distance+elevation,2
ellow-radnear-az315,elhigh-radfar-az000,ellow-radnear-az315 + elhigh-radfar-az000,3,0.9059040685520152,0.8889717233564305,0.01693234519558473,0.9458333333333333,low + high,near + far,000 + 315,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radmid-az090,elhigh-radnear-az180,ellow-radmid-az090 + elhigh-radnear-az180,6,0.8902971306306421,0.8733653205904522,0.016931810040189843,0.9150462965722438,low + high,near + mid,090 + 180,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az090,elhigh-radnear-az315,ellow-radmid-az090 + elhigh-radnear-az315,6,0.8334382587974017,0.8165653274287082,0.0168729313686935,0.7938208949146395,low + high,near + mid,090 + 315,2,2,2,135,135.0,adjacent_radius,low_high,diagonal_135,distance+elevation+azimuth,3
ellow-radmid-az315,elhigh-radnear-az135,ellow-radmid-az315 + elhigh-radnear-az135,6,0.9228334392714009,0.9059613272913681,0.0168721119800328,0.9607696763619229,low + high,near + mid,135 + 315,2,2,2,180,180.0,adjacent_radius,low_high,opposite_180,distance+elevation+azimuth,3
elhigh-radfar-az000,elhigh-radfar-az315,elhigh-radfar-az000 + elhigh-radfar-az315,5,0.8949357209593188,0.8780896790549975,0.016846041904321374,0.9133333340287209,high,far,000 + 315,1,1,2,45,45.0,same_radius,same_elevation,adjacent_45,azimuth_only,1
ellow-radfar-az315,elhigh-radmid-az045,ellow-radfar-az315 + elhigh-radmid-az045,2,0.9429382214264113,0.9261598744479773,0.016778346978433945,0.9716666680326064,low + high,mid + far,045 + 315,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
elmid-radfar-az135,elhigh-radnear-az090,elmid-radfar-az135 + elhigh-radnear-az090,4,0.8535599343474711,0.8367879497854096,0.016771984562061526,0.85,mid + high,near + far,090 + 135,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elmid-radfar-az045,elmid-radfar-az315,elmid-radfar-az045 + elmid-radfar-az315,3,0.8702059884707806,0.8535692264218481,0.016636762048932496,0.9250000004967053,mid,far,045 + 315,1,1,2,90,90.0,same_radius,same_elevation,quarter_turn_90,azimuth_only,1
elhigh-radmid-az180,elhigh-radmid-az315,elhigh-radmid-az180 + elhigh-radmid-az315,5,0.8664447157678069,0.8498101333043564,0.01663458246345051,0.9452083334326744,high,mid,180 + 315,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
elmid-radfar-az270,elhigh-radmid-az045,elmid-radfar-az270 + elhigh-radmid-az045,4,0.9484761024880681,0.9319913863525073,0.016484716135560795,0.943402778253787,mid + high,mid + far,045 + 270,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az000,elmid-radfar-az270,ellow-radnear-az000 + elmid-radfar-az270,6,0.9443229058068509,0.927869974022134,0.01645293178471685,0.9423958338797093,low + mid,near + far,000 + 270,2,2,2,90,90.0,near_far,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az000,elhigh-radfar-az045,ellow-radfar-az000 + elhigh-radfar-az045,7,0.9087847290236084,0.8924182599378011,0.0163664690858073,0.9451530619391374,low + high,far,000 + 045,2,1,2,45,45.0,same_radius,low_high,adjacent_45,elevation+azimuth,2
elmid-radmid-az180,elmid-radfar-az225,elmid-radmid-az180 + elmid-radfar-az225,9,0.8953844822218969,0.8791205533957628,0.016263928826134144,0.9349935871825227,mid,mid + far,180 + 225,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elhigh-radnear-az270,elhigh-radmid-az225,elhigh-radnear-az270 + elhigh-radmid-az225,5,0.8544653206202838,0.8382038880612676,0.016261432559016242,0.914000000357628,high,near + mid,225 + 270,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
ellow-radnear-az315,elmid-radmid-az180,ellow-radnear-az315 + elmid-radmid-az180,3,0.8941438727082769,0.877989431241609,0.01615444146666789,0.9398148149941806,low + mid,near + mid,180 + 315,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radnear-az225,elmid-radfar-az135,elmid-radnear-az225 + elmid-radfar-az135,3,0.8528180896743246,0.8367099985359966,0.016108091138328007,0.8360416670640309,mid,near + far,135 + 225,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
elhigh-radnear-az135,elhigh-radmid-az180,elhigh-radnear-az135 + elhigh-radmid-az180,5,0.8901843353002803,0.8741114720530632,0.01607286324721713,0.9160972241328823,high,near + mid,135 + 180,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
ellow-radmid-az180,elmid-radmid-az180,ellow-radmid-az180 + elmid-radmid-az180,3,0.9416102906774301,0.9255831746781276,0.01602711599930251,0.9703703725779498,low + mid,mid,180,2,1,1,0,0.0,same_radius,adjacent_elevation,same_azimuth,elevation_only,1
ellow-radfar-az000,elmid-radfar-az315,ellow-radfar-az000 + elmid-radfar-az315,6,0.8732109278092371,0.8572038021920753,0.016007125617161888,0.8646880497159749,low + mid,far,000 + 315,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
ellow-radnear-az045,ellow-radmid-az000,ellow-radnear-az045 + ellow-radmid-az000,4,0.8572321121690161,0.8412901979686369,0.01594191420037916,0.7805555599017275,low,near + mid,000 + 045,1,2,2,45,45.0,adjacent_radius,same_elevation,adjacent_45,distance+azimuth,2
elhigh-radnear-az270,elhigh-radfar-az315,elhigh-radnear-az270 + elhigh-radfar-az315,4,0.8388060570272584,0.8228677226093488,0.015938334417909594,0.8510416676290333,high,near + far,270 + 315,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
elmid-radnear-az045,elmid-radfar-az135,elmid-radnear-az045 + elmid-radfar-az135,4,0.9468703533282463,0.9310462044030983,0.01582414892514805,0.9251310502872953,mid,near + far,045 + 135,1,2,2,90,90.0,near_far,same_elevation,quarter_turn_90,distance+azimuth,2
ellow-radfar-az045,elhigh-radmid-az315,ellow-radfar-az045 + elhigh-radmid-az315,4,0.8479150625664609,0.8321521931411322,0.015762869425328674,0.925,low + high,mid + far,045 + 315,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
elmid-radfar-az315,elhigh-radfar-az045,elmid-radfar-az315 + elhigh-radfar-az045,5,0.7720826514533542,0.7563768673898196,0.015705784063534622,0.8462222232090102,mid + high,far,045 + 315,2,1,2,90,90.0,same_radius,adjacent_elevation,quarter_turn_90,elevation+azimuth,2
ellow-radfar-az180,elmid-radfar-az045,ellow-radfar-az180 + elmid-radfar-az045,2,0.955612208738259,0.9399264496598434,0.01568575907841563,0.9193362622524384,low + mid,far,045 + 180,2,1,2,135,135.0,same_radius,adjacent_elevation,diagonal_135,elevation+azimuth,2
elhigh-radmid-az045,elhigh-radmid-az270,elhigh-radmid-az045 + elhigh-radmid-az270,7,0.9127054457181326,0.8970345664612159,0.01567087925691668,0.9329251706625532,high,mid,045 + 270,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
elhigh-radnear-az225,elhigh-radfar-az180,elhigh-radnear-az225 + elhigh-radfar-az180,7,0.9157172813718378,0.9000969469171223,0.015620334454715556,0.9492496429308497,high,near + far,180 + 225,1,2,2,45,45.0,near_far,same_elevation,adjacent_45,distance+azimuth,2
ellow-radnear-az270,elhigh-radfar-az315,ellow-radnear-az270 + elhigh-radfar-az315,5,0.9528117394735872,0.9372495446489773,0.015562194824609965,0.9703028216893401,low + high,near + far,270 + 315,2,2,2,45,45.0,near_far,low_high,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az270,elhigh-radnear-az090,ellow-radfar-az270 + elhigh-radnear-az090,4,0.8706431092221179,0.8550809516273734,0.015562157594744441,0.9068750000093132,low + high,near + far,090 + 270,2,2,2,180,180.0,near_far,low_high,opposite_180,distance+elevation+azimuth,3
ellow-radnear-az270,elmid-radfar-az225,ellow-radnear-az270 + elmid-radfar-az225,9,0.9077990598055806,0.8923127922001856,0.015486267605395065,0.9608333333498903,low + mid,near + far,225 + 270,2,2,2,45,45.0,near_far,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
elhigh-radmid-az000,elhigh-radmid-az135,elhigh-radmid-az000 + elhigh-radmid-az135,6,0.7905421406918579,0.7750660838559137,0.015476056835944219,0.8366732808056647,high,mid,000 + 135,1,1,2,135,135.0,same_radius,same_elevation,diagonal_135,azimuth_only,1
elmid-radmid-az000,elhigh-radnear-az090,elmid-radmid-az000 + elhigh-radnear-az090,3,0.805248342393161,0.7897973535644169,0.015450988828744072,0.7861111111938953,mid + high,near + mid,000 + 090,2,2,2,90,90.0,adjacent_radius,adjacent_elevation,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az225,elhigh-radmid-az135,ellow-radfar-az225 + elhigh-radmid-az135,7,0.8476518584252639,0.8322173804586355,0.015434477966628446,0.8910714285714285,low + high,mid + far,135 + 225,2,2,2,90,90.0,adjacent_radius,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radfar-az000,elmid-radfar-az045,ellow-radfar-az000 + elmid-radfar-az045,3,0.8247541962052125,0.8093617811757122,0.015392415029500284,0.8419709009942279,low + mid,far,000 + 045,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elmid-radmid-az090,elhigh-radnear-az225,elmid-radmid-az090 + elhigh-radnear-az225,6,0.9532940646616298,0.9379188199973688,0.01537524466426099,0.972627316194552,mid + high,near + mid,090 + 225,2,2,2,135,135.0,adjacent_radius,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radnear-az315,elhigh-radfar-az045,ellow-radnear-az315 + elhigh-radfar-az045,5,0.9464369190339162,0.931099518895936,0.01533740013798024,0.9790416670044262,low + high,near + far,045 + 315,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radmid-az000,elmid-radmid-az045,ellow-radmid-az000 + elmid-radmid-az045,6,0.847713674114404,0.8323934232961303,0.015320250818273706,0.9020833338300388,low + mid,mid,000 + 045,2,1,2,45,45.0,same_radius,adjacent_elevation,adjacent_45,elevation+azimuth,2
elmid-radfar-az090,elhigh-radnear-az315,elmid-radfar-az090 + elhigh-radnear-az315,5,0.8584303656319137,0.8431365306864336,0.01529383494548009,0.8711111119720671,mid + high,near + far,090 + 315,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
ellow-radfar-az270,elmid-radmid-az315,ellow-radfar-az270 + elmid-radmid-az315,6,0.948807609086872,0.9335176052163779,0.015290003870494062,0.9443091165819909,low + mid,mid + far,270 + 315,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
ellow-radfar-az180,elhigh-radnear-az090,ellow-radfar-az180 + elhigh-radnear-az090,7,0.9190344622079186,0.9037838979569648,0.015250564250953835,0.9458049894460475,low + high,near + far,090 + 180,2,2,2,90,90.0,near_far,low_high,quarter_turn_90,distance+elevation+azimuth,3
ellow-radnear-az180,elmid-radfar-az045,ellow-radnear-az180 + elmid-radfar-az045,5,0.926700451926525,0.9115225157968446,0.015177936129680325,0.9688750005960465,low + mid,near + far,045 + 180,2,2,2,135,135.0,near_far,adjacent_elevation,diagonal_135,distance+elevation+azimuth,3
elmid-radfar-az270,elhigh-radmid-az315,elmid-radfar-az270 + elhigh-radmid-az315,5,0.8663029857795828,0.8511397310432975,0.015163254736285214,0.96,mid + high,mid + far,270 + 315,2,2,2,45,45.0,adjacent_radius,adjacent_elevation,adjacent_45,distance+elevation+azimuth,3
